App,Tag,FilePath,RelativeFilePath,FileName,ClassName,TotalImports,TotalMethods,TotalMethodStatements,TotalTestMethods,AnnotationCount,TestsWithoutAnnotationCount,HasTestInFileName,HasTestInClassName,junitFrameworkTest,junitFrameworkTestCase,orgJunitTest,androidTestAndroidTestCase,androidTestInstrumentationTestCase,orgJunitAssert,androidTestActivityInstrumentationTestCase2,HasTechnicalDebtComment
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\generated\delegate\MutationDelegateJoinedInheritanceTest.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/generated/delegate/MutationDelegateJoinedInheritanceTest.java,MutationDelegateJoinedInheritanceTest.java,GeneratedChild,26,16,33,5,5,0,true,false,false,false,false,false,false,false,false,false
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\generated\delegate\MutationDelegateStatementReleaseTest.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/generated/delegate/MutationDelegateStatementReleaseTest.java,MutationDelegateStatementReleaseTest.java,ChildEntity,30,21,30,5,5,0,true,false,false,false,false,false,false,false,false,false
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\generated\delegate\MutationDelegateTest.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/generated/delegate/MutationDelegateTest.java,MutationDelegateTest.java,ValuesAndNaturalId,26,12,27,4,4,0,true,false,false,false,false,false,false,false,false,false
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\generated\formula\FormulaGeneratedTest.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/generated/formula/FormulaGeneratedTest.java,FormulaGeneratedTest.java,OrderLine,12,2,6,1,1,0,true,false,false,false,false,false,false,false,false,false
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\generated\GeneratedAnnotationBatchTest.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/generated/GeneratedAnnotationBatchTest.java,GeneratedAnnotationBatchTest.java,GeneratedEntity,22,9,11,2,2,0,true,false,false,false,false,false,false,false,false,false
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\generated\GeneratedAnnotationTests.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/generated/GeneratedAnnotationTests.java,GeneratedAnnotationTests.java,AuditedEntity,19,4,19,1,1,0,true,false,false,false,false,false,false,false,false,false
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\generated\GeneratedByDbOnForcedIncrementTest.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/generated/GeneratedByDbOnForcedIncrementTest.java,GeneratedByDbOnForcedIncrementTest.java,WithUpdateTimestamp,14,1,4,1,1,0,true,false,false,false,false,false,false,false,false,false
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\generated\GeneratedNoOpUpdateTest.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/generated/GeneratedNoOpUpdateTest.java,GeneratedNoOpUpdateTest.java,Topping,22,13,20,1,1,0,true,false,false,false,false,false,false,false,false,false
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\generated\GeneratedOnForcedIncrementTest.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/generated/GeneratedOnForcedIncrementTest.java,GeneratedOnForcedIncrementTest.java,WithUpdateTimestamp,11,1,4,1,1,0,true,false,false,false,false,false,false,false,false,false
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\generated\GeneratedTest.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/generated/GeneratedTest.java,GeneratedTest.java,Person,12,18,19,1,1,0,true,false,false,false,false,false,false,false,false,false
